Date;Annee;Trimestre;MoisNum;MoisNom;MoisAbrege;AnneeMois;AnneeMoisTri;Jour;JourSemaine;EstJourOuvre;EstPasse
2026-11-12;2026;T4;11;novembre;Nov;2026-11;202611;12;jeudi;1;0
2026-11-13;2026;T4;11;novembre;Nov;2026-11;202611;13;vendredi;1;0
2026-11-14;2026;T4;11;novembre;Nov;2026-11;202611;14;samedi;0;0
2026-11-15;2026;T4;11;novembre;Nov;2026-11;202611;15;dimanche;0;0
2026-11-16;2026;T4;11;novembre;Nov;2026-11;202611;16;lundi;1;0
2026-11-17;2026;T4;11;novembre;Nov;2026-11;202611;17;mardi;1;0
2026-11-18;2026;T4;11;novembre;Nov;2026-11;202611;18;mercredi;1;0
2026-11-19;2026;T4;11;novembre;Nov;2026-11;202611;19;jeudi;1;0
2026-11-20;2026;T4;11;novembre;Nov;2026-11;202611;20;vendredi;1;0
2026-11-21;2026;T4;11;novembre;Nov;2026-11;202611;21;samedi;0;0
2026-11-22;2026;T4;11;novembre;Nov;2026-11;202611;22;dimanche;0;0
2026-11-23;2026;T4;11;novembre;Nov;2026-11;202611;23;lundi;1;0
2026-11-24;2026;T4;11;novembre;Nov;2026-11;202611;24;mardi;1;0
2026-11-25;2026;T4;11;novembre;Nov;2026-11;202611;25;mercredi;1;0
2026-11-26;2026;T4;11;novembre;Nov;2026-11;202611;26;jeudi;1;0
2026-11-27;2026;T4;11;novembre;Nov;2026-11;202611;27;vendredi;1;0
2026-11-28;2026;T4;11;novembre;Nov;2026-11;202611;28;samedi;0;0
2026-11-29;2026;T4;11;novembre;Nov;2026-11;202611;29;dimanche;0;0
2026-11-30;2026;T4;11;novembre;Nov;2026-11;202611;30;lundi;1;0
2026-12-01;2026;T4;12;décembre;Déc;2026-12;202612;1;mardi;1;0
2026-12-02;2026;T4;12;décembre;Déc;2026-12;202612;2;mercredi;1;0
2026-12-03;2026;T4;12;décembre;Déc;2026-12;202612;3;jeudi;1;0
2026-12-04;2026;T4;12;décembre;Déc;2026-12;202612;4;vendredi;1;0
2026-12-05;2026;T4;12;décembre;Déc;2026-12;202612;5;samedi;0;0
2026-12-06;2026;T4;12;décembre;Déc;2026-12;202612;6;dimanche;0;0
2026-12-07;2026;T4;12;décembre;Déc;2026-12;202612;7;lundi;1;0
2026-12-08;2026;T4;12;décembre;Déc;2026-12;202612;8;mardi;1;0
2026-12-09;2026;T4;12;décembre;Déc;2026-12;202612;9;mercredi;1;0
2026-12-10;2026;T4;12;décembre;Déc;2026-12;202612;10;jeudi;1;0
2026-12-11;2026;T4;12;décembre;Déc;2026-12;202612;11;vendredi;1;0
2026-12-12;2026;T4;12;décembre;Déc;2026-12;202612;12;samedi;0;0
2026-12-13;2026;T4;12;décembre;Déc;2026-12;202612;13;dimanche;0;0
2026-12-14;2026;T4;12;décembre;Déc;2026-12;202612;14;lundi;1;0
2026-12-15;2026;T4;12;décembre;Déc;2026-12;202612;15;mardi;1;0
2026-12-16;2026;T4;12;décembre;Déc;2026-12;202612;16;mercredi;1;0
2026-12-17;2026;T4;12;décembre;Déc;2026-12;202612;17;jeudi;1;0
2026-12-18;2026;T4;12;décembre;Déc;2026-12;202612;18;vendredi;1;0
2026-12-19;2026;T4;12;décembre;Déc;2026-12;202612;19;samedi;0;0
2026-12-20;2026;T4;12;décembre;Déc;2026-12;202612;20;dimanche;0;0
2026-12-21;2026;T4;12;décembre;Déc;2026-12;202612;21;lundi;1;0
2026-12-22;2026;T4;12;décembre;Déc;2026-12;202612;22;mardi;1;0
2026-12-23;2026;T4;12;décembre;Déc;2026-12;202612;23;mercredi;1;0
2026-12-24;2026;T4;12;décembre;Déc;2026-12;202612;24;jeudi;1;0
2026-12-25;2026;T4;12;décembre;Déc;2026-12;202612;25;vendredi;0;0
2026-12-26;2026;T4;12;décembre;Déc;2026-12;202612;26;samedi;0;0
2026-12-27;2026;T4;12;décembre;Déc;2026-12;202612;27;dimanche;0;0
2026-12-28;2026;T4;12;décembre;Déc;2026-12;202612;28;lundi;1;0
2026-12-29;2026;T4;12;décembre;Déc;2026-12;202612;29;mardi;1;0
2026-12-30;2026;T4;12;décembre;Déc;2026-12;202612;30;mercredi;1;0
2026-12-31;2026;T4;12;décembre;Déc;2026-12;202612;31;jeudi;1;0
