ResID;Ressource;TribuID;SquadID;SocieteID;TypeRessource;Profil;DateEntree;DateSortie;TJM_EUR;CoutJournalier_EUR;TauxActivite;TauxAbsence;FTE
RES0444;Ressource 0444;T03;T03-S05;SOC01;Externe;ADC;2025-09-25;2028-02-18;633;764;0,9664;0,0220;0,50
RES0445;Ressource 0445;T09;T09-S04;SOC06;Externe;ADC;2022-09-27;;489;608;0,8218;0,1178;1,00
RES0446;Ressource 0446;T07;T07-S05;SOC03;Externe;PU;2025-09-20;;641;829;0,6677;0,1155;1,00
RES0447;Ressource 0447;T04;T04-S01;SOC05;Externe;ADC;2023-11-13;;509;546;0,6293;0,1715;0,80
RES0448;Ressource 0448;T09;T09-S02;SOC99;Interne;Interne;2025-02-12;;492;595;0,8206;0,0959;0,50
RES0449;Ressource 0449;T05;T05-S05;SOC01;Externe;ADC;2025-03-15;;600;769;0,6334;0,1451;1,00
RES0450;Ressource 0450;T07;T07-S01;SOC01;Externe;ADC;2026-02-25;;559;632;0,6827;0,1862;1,00
RES0451;Ressource 0451;T04;T04-S05;SOC04;Externe;ADC;2025-03-01;;555;742;0,6236;0,1115;0,80
RES0452;Ressource 0452;T09;T09-S04;SOC99;Interne;Interne;2022-09-06;2026-11-29;548;703;0,8471;0,0832;1,00
RES0453;Ressource 0453;T08;T08-S02;SOC02;Externe;ADC;2023-06-21;2026-06-18;599;806;0,6336;0,0126;0,80
RES0454;Ressource 0454;T05;T05-S04;SOC99;Interne;Interne;2025-08-22;;558;654;0,9786;0,1765;1,00
RES0455;Ressource 0455;T02;T02-S02;SOC06;Externe;ADC;2024-05-16;;579;697;0,8991;0,1154;0,50
RES0456;Ressource 0456;T10;T10-S05;SOC01;Externe;PU;2024-05-06;;895;1027;0,6801;0,0313;1,00
RES0457;Ressource 0457;T01;T01-S02;SOC01;Externe;ADC;2023-06-08;2026-11-28;745;857;0,6329;0,1371;0,80
RES0458;Ressource 0458;T05;T05-S04;SOC01;Externe;PU;2023-05-03;;707;896;0,9736;0,1872;0,80
RES0459;Ressource 0459;T05;T05-S05;SOC99;Alternant;Alternant;2023-12-28;2025-08-04;190;210;0,8590;0,0169;0,60
RES0460;Ressource 0460;T05;T05-S03;SOC02;Externe;PU;2024-07-14;;980;1136;0,7871;0,1155;1,00
RES0461;Ressource 0461;T05;T05-S05;SOC99;Interne;Interne;2022-10-15;2025-08-27;578;757;0,8414;0,0964;0,80
RES0462;Ressource 0462;T03;T03-S05;SOC01;Externe;ADC;2023-05-09;;689;833;0,6722;0,1423;0,50
RES0463;Ressource 0463;T06;T06-S04;SOC01;Externe;PU;2026-02-02;2027-08-04;924;1089;0,6868;0,0639;1,00
RES0464;Ressource 0464;T04;T04-S04;SOC99;Interne;Interne;2023-10-21;;572;622;0,6203;0,0802;0,50
RES0465;Ressource 0465;T06;T06-S02;SOC99;Alternant;Alternant;2025-05-23;2027-07-02;230;261;0,9708;0,0482;1,00
RES0466;Ressource 0466;T05;T05-S04;SOC01;Externe;ADC;2024-09-12;;608;772;0,9851;0,0697;1,00
RES0467;Ressource 0467;T01;T01-S05;SOC99;Interne;Interne;2025-04-15;2026-11-20;405;429;0,7800;0,1820;0,60
RES0468;Ressource 0468;T07;T07-S02;SOC01;Externe;ADC;2025-05-21;;618;779;0,7433;0,1273;1,00
RES0469;Ressource 0469;T05;T05-S02;SOC04;Externe;PU;2022-10-25;;814;860;0,8144;0,1824;0,80
RES0470;Ressource 0470;T01;T01-S03;SOC01;Externe;ADC;2022-10-23;;758;895;0,6404;0,0737;0,50
RES0471;Ressource 0471;T06;T06-S01;SOC99;Interne;Interne;2025-07-24;;540;716;0,7507;0,1027;0,60
RES0472;Ressource 0472;T09;T09-S04;SOC99;Interne;Interne;2022-09-03;2026-02-11;604;654;0,7116;0,0740;0,80
RES0473;Ressource 0473;T07;T07-S01;SOC99;Interne;Interne;2024-05-02;;524;681;0,6783;0,0373;1,00
RES0474;Ressource 0474;T05;T05-S02;SOC01;Externe;PU;2025-11-06;;856;1056;0,9310;0,1058;1,00
RES0475;Ressource 0475;T04;T04-S03;SOC99;Interne;Interne;2023-04-22;;557;741;0,8644;0,1690;1,00
RES0476;Ressource 0476;T11;T11-S01;SOC01;Externe;ADC;2024-09-29;;603;756;0,9177;0,0822;0,80
RES0477;Ressource 0477;T06;T06-S03;SOC03;Externe;ADC;2024-11-08;;744;968;0,9012;0,0546;0,80
RES0478;Ressource 0478;T12;T12-S04;SOC02;Externe;ADC;2026-04-03;;490;620;0,7486;0,0859;0,80
RES0479;Ressource 0479;T07;T07-S02;SOC99;Interne;Interne;2024-01-17;;516;553;0,6573;0,1302;1,00
RES0480;Ressource 0480;T12;T12-S04;SOC01;Externe;PU;2025-02-12;;697;909;0,6491;0,1401;0,80
RES0481;Ressource 0481;T02;T02-S02;SOC01;Externe;ADC;2022-10-06;2027-03-05;642;854;0,8122;0,0492;1,00
RES0482;Ressource 0482;T10;T10-S05;SOC05;Externe;PU;2023-12-25;;633;801;0,7264;0,0165;0,60
RES0483;Ressource 0483;T03;T03-S05;SOC04;Externe;PU;2024-08-10;;876;922;0,8518;0,1084;1,00
RES0484;Ressource 0484;T11;T11-S01;SOC99;Alternant;Alternant;2022-07-23;2025-05-27;212;275;0,9531;0,1829;1,00
RES0485;Ressource 0485;T03;T03-S05;SOC03;Externe;PU;2025-04-01;2026-04-27;693;789;0,9887;0,1551;0,60
RES0486;Ressource 0486;T05;T05-S01;SOC01;Externe;ADC;2025-05-02;2026-01-21;706;873;0,8117;0,1813;0,50
RES0487;Ressource 0487;T02;T02-S01;SOC99;Interne;Interne;2023-02-15;;436;550;0,8084;0,1627;1,00
RES0488;Ressource 0488;T02;T02-S03;SOC02;Externe;ADC;2024-07-22;;598;805;0,8778;0,0664;1,00
RES0489;Ressource 0489;T02;T02-S03;SOC99;Alternant;Alternant;2025-11-20;;259;273;0,7562;0,1627;1,00
RES0490;Ressource 0490;T09;T09-S05;SOC99;Interne;Interne;2023-07-20;;408;495;0,7942;0,0892;1,00
RES0491;Ressource 0491;T06;T06-S02;SOC99;Alternant;Alternant;2025-07-17;;250;274;0,8584;0,1780;1,00
RES0492;Ressource 0492;T06;T06-S05;SOC99;Interne;Interne;2024-07-10;;607;801;0,7685;0,1161;0,80
RES0493;Ressource 0493;T09;T09-S04;SOC04;Externe;ADC;2023-02-03;2026-01-12;602;726;0,6326;0,0068;0,80
RES0494;Ressource 0494;T12;T12-S03;SOC01;Externe;ADC;2026-05-09;;593;656;0,6246;0,1137;0,80
RES0495;Ressource 0495;T07;T07-S03;SOC01;Externe;ADC;2024-01-24;;695;752;0,6885;0,1593;1,00
RES0496;Ressource 0496;T02;T02-S05;SOC01;Externe;ADC;2023-10-13;;550;675;0,7196;0,0934;0,80
RES0497;Ressource 0497;T03;T03-S05;SOC04;Externe;ADC;2026-01-18;2027-07-21;629;779;0,7473;0,0564;1,00
RES0498;Ressource 0498;T09;T09-S03;SOC03;Externe;ADC;2023-02-09;;520;552;0,7466;0,1732;0,60
RES0499;Ressource 0499;T03;T03-S02;SOC99;Interne;Interne;2023-01-24;2027-06-09;476;518;0,7910;0,1561;1,00
RES0500;Ressource 0500;T03;T03-S05;SOC01;Externe;PU;2024-07-11;2027-04-10;955;1148;0,9303;0,1121;0,50
RES0501;Ressource 0501;T01;T01-S05;SOC99;Interne;Interne;2025-01-18;;556;672;0,6955;0,1695;1,00
RES0502;Ressource 0502;T03;T03-S01;SOC02;Externe;PU;2025-08-12;2027-11-02;950;1246;0,7436;0,0283;0,80
RES0503;Ressource 0503;T03;T03-S05;SOC01;Externe;ADC;2024-12-10;2026-07-07;758;857;0,7412;0,0427;0,80
RES0504;Ressource 0504;T08;T08-S05;SOC03;Externe;ADC;2024-08-03;2025-10-26;746;830;0,8565;0,0871;0,80
RES0505;Ressource 0505;T09;T09-S03;SOC02;Externe;ADC;2023-04-06;;486;513;0,9182;0,1372;0,60
RES0506;Ressource 0506;T08;T08-S01;SOC01;Externe;ADC;2025-01-08;;682;912;0,9626;0,0416;1,00
RES0507;Ressource 0507;T07;T07-S05;SOC99;Interne;Interne;2025-07-20;2027-09-19;391;509;0,9505;0,0074;1,00
RES0508;Ressource 0508;T05;T05-S01;SOC03;Externe;PU;2023-03-11;;826;990;0,7840;0,0357;1,00
RES0509;Ressource 0509;T04;T04-S04;SOC01;Externe;ADC;2023-08-12;2026-08-01;746;856;0,7908;0,0257;0,80
RES0510;Ressource 0510;T10;T10-S01;SOC01;Externe;ADC;2023-01-21;;752;808;0,7084;0,0784;0,80
RES0511;Ressource 0511;T01;T01-S04;SOC01;Externe;PU;2023-01-25;;876;972;0,9133;0,0508;1,00
RES0512;Ressource 0512;T03;T03-S01;SOC02;Externe;ADC;2023-06-21;2026-07-25;712;897;0,6436;0,0244;0,50
RES0513;Ressource 0513;T04;T04-S05;SOC03;Externe;PU;2026-01-24;;944;1192;0,6835;0,0555;0,80
RES0514;Ressource 0514;T04;T04-S02;SOC05;Externe;ADC;2023-01-13;;715;922;0,6970;0,1546;0,60
RES0515;Ressource 0515;T03;T03-S05;SOC05;Externe;ADC;2023-01-17;;633;748;0,9119;0,1710;0,60
RES0516;Ressource 0516;T03;T03-S04;SOC02;Externe;ADC;2023-01-09;;546;637;0,7785;0,0012;0,60
RES0517;Ressource 0517;T03;T03-S05;SOC02;Externe;ADC;2025-02-08;;634;796;0,9846;0,0868;0,60
RES0518;Ressource 0518;T03;T03-S01;SOC02;Externe;ADC;2025-01-06;;738;853;0,9197;0,0608;1,00
RES0519;Ressource 0519;T07;T07-S05;SOC99;Interne;Interne;2022-09-20;;395;457;0,7944;0,0917;0,80
RES0520;Ressource 0520;T02;T02-S01;SOC02;Externe;ADC;2024-10-29;;645;746;0,6943;0,0053;0,80
RES0521;Ressource 0521;T05;T05-S02;SOC99;Alternant;Alternant;2023-12-08;;240;295;0,6268;0,1300;0,50
RES0522;Ressource 0522;T08;T08-S03;SOC99;Interne;Interne;2024-03-17;;556;721;0,9756;0,0769;1,00
RES0523;Ressource 0523;T05;T05-S01;SOC99;Interne;Interne;2024-03-26;;502;585;0,9161;0,0616;0,60
RES0524;Ressource 0524;T01;T01-S01;SOC02;Externe;PU;2024-07-13;;688;820;0,7935;0,1317;1,00
RES0525;Ressource 0525;T05;T05-S04;SOC03;Externe;PU;2023-07-10;;664;713;0,6621;0,1075;1,00
RES0526;Ressource 0526;T12;T12-S02;SOC99;Alternant;Alternant;2025-06-01;2027-01-26;189;220;0,7652;0,0932;0,50
RES0527;Ressource 0527;T05;T05-S02;SOC03;Externe;PU;2025-06-08;;944;1030;0,8376;0,1018;1,00
RES0528;Ressource 0528;T02;T02-S02;SOC02;Externe;ADC;2025-03-05;;700;831;0,7378;0,0370;1,00
RES0529;Ressource 0529;T02;T02-S04;SOC03;Externe;ADC;2025-08-22;;700;812;0,9208;0,1752;0,60
RES0530;Ressource 0530;T05;T05-S02;SOC99;Interne;Interne;2023-11-06;;509;664;0,8026;0,1349;1,00
RES0531;Ressource 0531;T03;T03-S04;SOC01;Externe;PU;2024-08-20;;644;752;0,9130;0,1817;0,50
RES0532;Ressource 0532;T07;T07-S01;SOC01;Externe;PU;2023-07-01;;707;848;0,9669;0,0284;1,00
RES0533;Ressource 0533;T03;T03-S01;SOC02;Externe;ADC;2025-03-25;;716;830;0,6939;0,0894;0,50
RES0534;Ressource 0534;T08;T08-S04;SOC01;Externe;ADC;2023-05-11;;548;673;0,7895;0,1317;1,00
RES0535;Ressource 0535;T10;T10-S04;SOC01;Externe;ADC;2025-08-10;2026-03-30;498;643;0,6962;0,1809;1,00
RES0536;Ressource 0536;T02;T02-S04;SOC02;Externe;ADC;2024-09-04;;743;930;0,7577;0,1677;0,50
RES0537;Ressource 0537;T12;T12-S01;SOC03;Externe;ADC;2023-08-17;;677;892;0,6688;0,1877;0,50
RES0538;Ressource 0538;T05;T05-S01;SOC99;Interne;Interne;2023-04-24;;565;700;0,8142;0,0964;0,50
RES0539;Ressource 0539;T02;T02-S01;SOC02;Externe;ADC;2024-09-15;;714;822;0,7027;0,1168;0,60
RES0540;Ressource 0540;T04;T04-S05;SOC02;Externe;ADC;2026-03-15;2027-10-09;568;625;0,8501;0,1427;1,00
RES0541;Ressource 0541;T02;T02-S01;SOC99;Interne;Interne;2025-07-07;;430;497;0,9599;0,1312;0,50
RES0542;Ressource 0542;T02;T02-S03;SOC99;Alternant;Alternant;2025-01-01;;258;299;0,8989;0,1137;0,60
RES0543;Ressource 0543;T01;T01-S04;SOC01;Externe;ADC;2025-09-28;;608;683;0,8437;0,0689;1,00
RES0544;Ressource 0544;T01;T01-S05;SOC03;Externe;ADC;2023-07-06;2025-12-17;499;616;0,7356;0,1810;1,00
RES0545;Ressource 0545;T07;T07-S01;SOC01;Externe;ADC;2024-02-22;2025-12-26;548;583;0,8195;0,1636;0,50
RES0546;Ressource 0546;T03;T03-S02;SOC99;Interne;Interne;2023-04-13;;464;616;0,8592;0,0587;1,00
RES0547;Ressource 0547;T05;T05-S05;SOC99;Interne;Interne;2025-02-06;;457;552;0,9129;0,1396;1,00
RES0548;Ressource 0548;T04;T04-S02;SOC02;Externe;ADC;2025-06-26;;709;921;0,7849;0,1299;1,00
RES0549;Ressource 0549;T11;T11-S03;SOC02;Externe;PU;2023-01-12;;962;1099;0,9962;0,0907;0,50
RES0550;Ressource 0550;T01;T01-S01;SOC01;Externe;ADC;2026-04-08;;749;895;0,8999;0,0248;1,00
RES0551;Ressource 0551;T10;T10-S04;SOC99;Interne;Interne;2022-08-07;;525;591;0,6966;0,1638;1,00
RES0552;Ressource 0552;T03;T03-S03;SOC02;Externe;ADC;2024-08-22;;600;807;0,8199;0,1055;1,00
RES0553;Ressource 0553;T05;T05-S01;SOC01;Externe;ADC;2023-04-06;;660;891;0,9242;0,1099;1,00
RES0554;Ressource 0554;T02;T02-S02;SOC99;Interne;Interne;2025-04-18;;530;581;0,8373;0,0262;1,00
RES0555;Ressource 0555;T04;T04-S03;SOC99;Interne;Interne;2025-12-31;;602;720;0,8629;0,0592;1,00
RES0556;Ressource 0556;T04;T04-S03;SOC99;Interne;Interne;2024-11-30;2025-10-12;544;634;0,9684;0,0873;0,60
RES0557;Ressource 0557;T06;T06-S04;SOC99;Interne;Interne;2026-02-25;;450;530;0,7413;0,1270;1,00
RES0558;Ressource 0558;T03;T03-S05;SOC01;Externe;ADC;2024-05-17;;544;618;0,7435;0,0190;0,60
RES0559;Ressource 0559;T06;T06-S03;SOC02;Externe;ADC;2026-04-11;;773;1043;0,8481;0,1218;1,00
RES0560;Ressource 0560;T03;T03-S01;SOC99;Interne;Interne;2024-06-28;;500;531;0,9327;0,0340;1,00
RES0561;Ressource 0561;T04;T04-S04;SOC99;Interne;Interne;2023-11-10;;432;578;0,8628;0,1001;0,60
RES0562;Ressource 0562;T02;T02-S04;SOC01;Externe;ADC;2025-09-17;;629;688;0,8153;0,0934;0,60
RES0563;Ressource 0563;T10;T10-S01;SOC99;Interne;Interne;2023-02-24;2027-03-03;425;564;0,7599;0,1739;1,00
RES0564;Ressource 0564;T03;T03-S03;SOC04;Externe;ADC;2024-09-21;2026-05-30;725;835;0,9143;0,0544;1,00
RES0565;Ressource 0565;T01;T01-S04;SOC01;Externe;ADC;2025-05-28;;627;846;0,8054;0,0105;1,00
RES0566;Ressource 0566;T04;T04-S01;SOC02;Externe;ADC;2025-07-24;;688;830;0,9629;0,0231;0,60
RES0567;Ressource 0567;T08;T08-S02;SOC99;Alternant;Alternant;2023-02-13;;199;268;0,6885;0,0352;1,00
RES0568;Ressource 0568;T04;T04-S02;SOC01;Externe;ADC;2025-03-25;;694;877;0,7679;0,1072;1,00
RES0569;Ressource 0569;T10;T10-S04;SOC01;Externe;ADC;2023-12-13;;764;955;0,7969;0,1276;0,50
RES0570;Ressource 0570;T06;T06-S05;SOC01;Externe;ADC;2024-03-16;;669;819;0,6224;0,0187;0,80
RES0571;Ressource 0571;T01;T01-S03;SOC03;Externe;ADC;2023-01-07;2026-12-04;523;606;0,9852;0,0046;0,60
RES0572;Ressource 0572;T01;T01-S01;SOC99;Alternant;Alternant;2025-11-13;;222;268;0,9331;0,1061;1,00
RES0573;Ressource 0573;T03;T03-S04;SOC03;Externe;ADC;2025-08-16;;727;823;0,7890;0,0276;0,50
RES0574;Ressource 0574;T04;T04-S05;SOC01;Externe;ADC;2026-03-23;;734;900;0,8116;0,1496;1,00
RES0575;Ressource 0575;T01;T01-S03;SOC01;Externe;PU;2024-09-16;;966;1189;0,8449;0,0493;0,60
RES0576;Ressource 0576;T01;T01-S02;SOC99;Interne;Interne;2023-04-23;;560;627;0,6240;0,0017;0,80
RES0577;Ressource 0577;T03;T03-S02;SOC99;Interne;Interne;2024-02-06;;560;704;0,8323;0,0205;1,00
RES0578;Ressource 0578;T01;T01-S04;SOC04;Externe;ADC;2022-07-18;;738;952;0,7903;0,0096;0,50
RES0579;Ressource 0579;T03;T03-S03;SOC99;Interne;Interne;2024-03-16;2027-05-29;522;650;0,8209;0,1733;0,50
RES0580;Ressource 0580;T01;T01-S01;SOC01;Externe;ADC;2022-08-06;;553;662;0,6857;0,1026;0,50
RES0581;Ressource 0581;T11;T11-S03;SOC01;Externe;PU;2023-12-31;2026-06-24;824;959;0,7512;0,0312;1,00
RES0582;Ressource 0582;T12;T12-S05;SOC01;Externe;ADC;2023-03-23;;580;778;0,6888;0,1199;0,50
RES0583;Ressource 0583;T03;T03-S01;SOC01;Externe;ADC;2022-12-13;2026-10-17;550;697;0,7559;0,0688;1,00
RES0584;Ressource 0584;T01;T01-S02;SOC99;Alternant;Alternant;2025-05-09;;191;244;0,6487;0,1775;1,00
RES0585;Ressource 0585;T10;T10-S01;SOC02;Externe;ADC;2026-01-07;;687;800;0,9603;0,0359;1,00
RES0586;Ressource 0586;T04;T04-S05;SOC01;Externe;ADC;2025-08-02;2027-09-13;536;711;0,6869;0,1430;0,60
RES0587;Ressource 0587;T04;T04-S03;SOC99;Interne;Interne;2023-08-26;;419;543;0,7288;0,0551;1,00
RES0588;Ressource 0588;T03;T03-S03;SOC03;Externe;ADC;2024-07-09;2025-06-05;495;566;0,8892;0,1182;0,60
RES0589;Ressource 0589;T11;T11-S02;SOC03;Externe;ADC;2025-11-22;2028-02-21;645;815;0,8902;0,0745;1,00
RES0590;Ressource 0590;T11;T11-S01;SOC99;Alternant;Alternant;2023-03-01;;209;269;0,6579;0,1796;0,50
RES0591;Ressource 0591;T04;T04-S04;SOC03;Externe;ADC;2025-10-19;;617;672;0,6793;0,0464;1,00
RES0592;Ressource 0592;T04;T04-S04;SOC99;Interne;Interne;2023-11-22;2026-03-17;477;639;0,8696;0,0533;0,80
RES0593;Ressource 0593;T04;T04-S02;SOC01;Externe;ADC;2025-09-16;;621;669;0,7253;0,1196;1,00
RES0594;Ressource 0594;T08;T08-S02;SOC99;Interne;Interne;2022-12-21;;564;624;0,6542;0,0465;0,80
RES0595;Ressource 0595;T03;T03-S05;SOC03;Externe;PU;2025-04-25;;801;901;0,6563;0,1048;0,60
RES0596;Ressource 0596;T01;T01-S03;SOC99;Interne;Interne;2022-09-13;2025-06-02;482;514;0,6746;0,1559;1,00
RES0597;Ressource 0597;T03;T03-S01;SOC02;Externe;ADC;2023-01-06;;532;587;0,8121;0,1843;0,80
RES0598;Ressource 0598;T01;T01-S04;SOC05;Externe;ADC;2025-10-19;;723;784;0,8667;0,1780;1,00
RES0599;Ressource 0599;T04;T04-S03;SOC02;Externe;PU;2025-04-01;2026-06-02;880;1185;0,9260;0,0271;0,80
RES0600;Ressource 0600;T02;T02-S04;SOC99;Interne;Interne;2023-12-09;;411;479;0,6994;0,0437;1,00
RES0601;Ressource 0601;T03;T03-S04;SOC03;Externe;ADC;2022-09-04;;621;810;0,9215;0,1884;0,80
RES0602;Ressource 0602;T01;T01-S05;SOC01;Externe;ADC;2023-05-17;;694;876;0,8409;0,1211;1,00
RES0603;Ressource 0603;T03;T03-S01;SOC02;Externe;PU;2026-02-05;2028-07-09;977;1301;0,9731;0,1753;1,00
RES0604;Ressource 0604;T05;T05-S02;SOC03;Externe;ADC;2023-03-01;;546;581;0,9257;0,0629;1,00
RES0605;Ressource 0605;T05;T05-S01;SOC99;Interne;Interne;2024-07-13;;577;772;0,8324;0,1812;0,50
RES0606;Ressource 0606;T01;T01-S03;SOC01;Externe;ADC;2024-05-06;;648;702;0,8640;0,0048;0,60
RES0607;Ressource 0607;T10;T10-S04;SOC99;Interne;Interne;2023-09-30;2025-12-04;607;782;0,7727;0,0339;1,00
RES0608;Ressource 0608;T04;T04-S01;SOC01;Externe;ADC;2022-10-26;;538;582;0,9132;0,1846;0,60
RES0609;Ressource 0609;T04;T04-S02;SOC02;Externe;ADC;2025-03-23;;521;578;0,6635;0,0919;0,60
RES0610;Ressource 0610;T06;T06-S04;SOC02;Externe;PU;2025-12-12;;861;1046;0,7190;0,0810;1,00
RES0611;Ressource 0611;T01;T01-S04;SOC02;Externe;PU;2025-09-17;;947;1009;0,9491;0,1079;1,00
RES0612;Ressource 0612;T09;T09-S01;SOC01;Externe;PU;2025-01-24;2026-12-24;672;750;0,6464;0,0503;1,00
RES0613;Ressource 0613;T04;T04-S03;SOC06;Externe;PU;2023-09-28;;930;1164;0,7204;0,0981;0,60
RES0614;Ressource 0614;T08;T08-S02;SOC02;Externe;ADC;2025-08-14;2026-08-29;623;701;0,8699;0,1527;1,00
RES0615;Ressource 0615;T01;T01-S04;SOC01;Externe;PU;2025-11-06;;806;947;0,9779;0,1834;0,50
RES0616;Ressource 0616;T02;T02-S01;SOC05;Externe;ADC;2024-07-12;;620;672;0,9912;0,1075;0,60
RES0617;Ressource 0617;T11;T11-S04;SOC99;Alternant;Alternant;2025-07-09;;252;282;0,6642;0,1558;1,00
RES0618;Ressource 0618;T01;T01-S05;SOC99;Interne;Interne;2025-02-13;;439;524;0,9337;0,0953;0,50
RES0619;Ressource 0619;T05;T05-S05;SOC01;Externe;ADC;2026-02-21;2028-07-12;726;908;0,9343;0,0985;1,00
RES0620;Ressource 0620;T08;T08-S02;SOC02;Externe;ADC;2024-06-26;2027-03-07;641;676;0,9282;0,0878;1,00
RES0621;Ressource 0621;T08;T08-S04;SOC99;Alternant;Alternant;2026-05-04;;246;281;0,7183;0,0583;1,00
RES0622;Ressource 0622;T06;T06-S03;SOC01;Externe;ADC;2024-08-14;2026-12-27;575;719;0,8080;0,0130;0,80
RES0623;Ressource 0623;T09;T09-S02;SOC99;Interne;Interne;2023-01-03;;578;707;0,7917;0,1196;1,00
RES0624;Ressource 0624;T07;T07-S05;SOC99;Interne;Interne;2022-11-16;;489;644;0,7167;0,1148;1,00
RES0625;Ressource 0625;T08;T08-S03;SOC06;Externe;ADC;2024-02-19;;718;765;0,8820;0,0928;0,50
RES0626;Ressource 0626;T10;T10-S04;SOC02;Externe;PU;2025-05-04;;924;1177;0,8267;0,1365;1,00
RES0627;Ressource 0627;T08;T08-S03;SOC01;Externe;PU;2026-02-24;;964;1300;0,9425;0,1402;1,00
RES0628;Ressource 0628;T05;T05-S02;SOC99;Interne;Interne;2024-08-31;;601;764;0,9110;0,1453;0,80
RES0629;Ressource 0629;T12;T12-S04;SOC99;Alternant;Alternant;2023-06-25;;182;208;0,6770;0,1517;0,80
RES0630;Ressource 0630;T05;T05-S03;SOC99;Interne;Interne;2023-11-30;;605;692;0,9374;0,0813;0,60
RES0631;Ressource 0631;T02;T02-S05;SOC99;Interne;Interne;2024-01-25;;610;730;0,8900;0,1772;0,50
RES0632;Ressource 0632;T05;T05-S01;SOC02;Externe;ADC;2025-05-15;;623;808;0,8932;0,0487;1,00
RES0633;Ressource 0633;T04;T04-S01;SOC01;Externe;ADC;2024-04-06;2026-02-06;509;548;0,7311;0,1536;0,50
RES0634;Ressource 0634;T04;T04-S01;SOC01;Externe;ADC;2024-06-11;;509;584;0,6936;0,1644;1,00
RES0635;Ressource 0635;T01;T01-S01;SOC99;Interne;Interne;2026-03-25;;502;577;0,6747;0,1141;1,00
RES0636;Ressource 0636;T02;T02-S01;SOC02;Externe;ADC;2024-05-08;;628;756;0,6680;0,1194;0,80
RES0637;Ressource 0637;T08;T08-S03;SOC04;Externe;ADC;2024-06-30;2027-06-02;534;635;0,6373;0,0138;0,50
RES0638;Ressource 0638;T11;T11-S03;SOC03;Externe;ADC;2023-10-06;;592;706;0,6254;0,0096;0,50
RES0639;Ressource 0639;T01;T01-S04;SOC99;Alternant;Alternant;2023-01-12;2026-05-04;204;255;0,7022;0,1309;1,00
RES0640;Ressource 0640;T01;T01-S04;SOC01;Externe;ADC;2024-12-06;;746;883;0,8411;0,0200;0,80
RES0641;Ressource 0641;T07;T07-S02;SOC99;Interne;Interne;2024-12-14;2026-04-09;614;645;0,7118;0,0021;0,80
RES0642;Ressource 0642;T11;T11-S04;SOC99;Interne;Interne;2024-06-04;;617;673;0,9775;0,0234;1,00
RES0643;Ressource 0643;T01;T01-S03;SOC01;Externe;ADC;2024-10-10;;615;662;0,9406;0,1014;1,00
RES0644;Ressource 0644;T02;T02-S01;SOC02;Externe;ADC;2022-10-02;;761;965;0,7227;0,1730;1,00
RES0645;Ressource 0645;T03;T03-S02;SOC99;Alternant;Alternant;2025-11-20;;221;254;0,8402;0,1325;0,60
RES0646;Ressource 0646;T06;T06-S04;SOC02;Externe;PU;2024-12-10;;915;1053;0,9993;0,0205;0,50
RES0647;Ressource 0647;T02;T02-S02;SOC04;Externe;ADC;2024-06-06;;676;818;0,6962;0,0230;0,60
RES0648;Ressource 0648;T01;T01-S01;SOC01;Externe;PU;2025-04-05;2027-06-11;653;722;0,6720;0,0267;0,50
RES0649;Ressource 0649;T07;T07-S02;SOC01;Externe;ADC;2024-01-18;2025-07-20;490;600;0,7463;0,0676;0,80
RES0650;Ressource 0650;T06;T06-S01;SOC99;Interne;Interne;2024-11-05;;544;658;0,8978;0,0215;1,00
RES0651;Ressource 0651;T02;T02-S03;SOC04;Externe;ADC;2023-07-20;;653;858;0,9376;0,0879;1,00
RES0652;Ressource 0652;T02;T02-S02;SOC02;Externe;ADC;2022-08-21;;764;899;0,7782;0,1061;0,60
RES0653;Ressource 0653;T11;T11-S03;SOC01;Externe;ADC;2024-05-27;2026-12-25;564;744;0,7977;0,1617;1,00
RES0654;Ressource 0654;T12;T12-S04;SOC01;Externe;ADC;2025-05-11;;595;677;0,7901;0,0945;1,00
RES0655;Ressource 0655;T06;T06-S05;SOC01;Externe;ADC;2026-02-04;;748;885;0,7814;0,0775;1,00
RES0656;Ressource 0656;T04;T04-S03;SOC01;Externe;PU;2023-04-14;;889;1002;0,6588;0,0843;0,60
RES0657;Ressource 0657;T01;T01-S04;SOC01;Externe;PU;2024-03-09;;759;1013;0,7789;0,0889;0,50
RES0658;Ressource 0658;T12;T12-S05;SOC99;Interne;Interne;2022-12-14;;545;707;0,8933;0,1399;1,00
RES0659;Ressource 0659;T03;T03-S03;SOC04;Externe;ADC;2024-05-02;;643;680;0,7811;0,1304;1,00
RES0660;Ressource 0660;T04;T04-S04;SOC99;Interne;Interne;2023-04-20;2026-08-06;515;658;0,9983;0,1457;0,60
RES0661;Ressource 0661;T02;T02-S02;SOC03;Externe;ADC;2022-09-30;;701;902;0,7700;0,0664;0,50
RES0662;Ressource 0662;T08;T08-S04;SOC99;Interne;Interne;2026-03-03;;610;696;0,8715;0,0196;0,80
RES0663;Ressource 0663;T01;T01-S02;SOC99;Interne;Interne;2023-06-06;;463;509;0,8735;0,1298;1,00
RES0664;Ressource 0664;T03;T03-S01;SOC06;Externe;ADC;2024-08-29;;672;821;0,6767;0,1357;0,80
RES0665;Ressource 0665;T05;T05-S02;SOC01;Externe;ADC;2023-09-20;;547;633;0,6955;0,1112;1,00
