Date;ObjetID;PortfolioID;TribuID;Budget_Initial_EUR;Budget_Engage_EUR;Budget_Consomme_EUR;Reste_A_Faire_EUR
2025-11-01;DMND0000329;PF05;T03;25584,99;25149,73;32878,56;0,00
2025-12-01;DMND0000329;PF05;T03;25733,55;26373,65;33069,47;0,00
2026-01-01;DMND0000329;PF05;T03;25788,72;24274,98;33140,37;0,00
2026-02-01;DMND0000329;PF05;T03;23516,97;23388,54;30221,01;0,00
2026-03-01;DMND0000329;PF05;T03;35989,12;37298,81;46248,63;0,00
2026-04-01;DMND0000329;PF05;T03;36078,61;37483,38;46363,62;0,00
2026-05-01;DMND0000329;PF05;T03;23684,71;22814,76;30436,57;0,00
2026-06-01;DMND0000329;PF05;T03;33289,13;32738,55;42778,94;0,00
2026-07-01;DMND0000329;PF05;T03;28179,43;28155,76;36212,61;0,00
2026-08-01;DMND0000329;PF05;T03;12591,32;12626,21;16180,76;0,00
2026-09-01;DMND0000329;PF05;T03;0,00;0,00;0,00;0,00
2026-10-01;DMND0000329;PF05;T03;0,00;0,00;0,00;0,00
2026-11-01;DMND0000329;PF05;T03;0,00;0,00;0,00;0,00
2025-01-01;DMND0000330;PF15;T04;27595,03;24370,21;28935,59;0,00
2025-02-01;DMND0000330;PF15;T04;27908,35;26369,79;29264,14;0,00
2025-03-01;DMND0000330;PF15;T04;37760,01;34882,30;39594,39;0,00
2025-04-01;DMND0000330;PF15;T04;38557,41;38771,71;40430,52;0,00
2025-05-01;DMND0000330;PF15;T04;27974,89;27211,06;29333,91;0,00
2025-06-01;DMND0000330;PF15;T04;36047,52;32951,15;37798,70;0,00
2025-07-01;DMND0000330;PF15;T04;30502,49;29118,92;31984,30;0,00
2025-08-01;DMND0000330;PF15;T04;13758,26;12665,24;14426,63;0,00
2025-09-01;DMND0000330;PF15;T04;39398,68;37735,82;41312,66;0,00
2025-10-01;DMND0000330;PF15;T04;36574,56;38437,56;38351,35;0,00
2025-11-01;DMND0000330;PF15;T04;32033,26;30737,88;33589,43;0,00
2025-12-01;DMND0000330;PF15;T04;27094,59;27186,76;28410,84;0,00
2026-01-01;DMND0000330;PF15;T04;33395,34;34946,65;35017,68;0,00
2026-02-01;DMND0000330;PF15;T04;43158,68;41147,80;45255,32;0,00
2026-03-01;DMND0000330;PF15;T04;55080,46;56080,61;57756,26;0,00
2026-04-01;DMND0000330;PF15;T04;54621,44;54311,85;57274,94;0,00
2026-05-01;DMND0000330;PF15;T04;37838,17;34579,77;39676,34;0,00
2026-06-01;DMND0000330;PF15;T04;46165,46;47347,52;48408,17;0,00
2026-07-01;DMND0000330;PF15;T04;43379,56;44180,48;45486,94;0,00
2026-08-01;DMND0000330;PF15;T04;17125,24;17191,64;17957,18;0,00
2026-09-01;DMND0000330;PF15;T04;0,00;0,00;0,00;0,00
2026-10-01;DMND0000330;PF15;T04;0,00;0,00;0,00;0,00
2026-11-01;DMND0000330;PF15;T04;0,00;0,00;0,00;0,00
2025-01-01;DMND0000331;PF06;T09;9243,19;8607,78;11541,81;0,00
2025-02-01;DMND0000331;PF06;T09;8683,38;9162,77;10842,78;0,00
2025-03-01;DMND0000331;PF06;T09;10396,48;11011,09;12981,90;0,00
2025-04-01;DMND0000331;PF06;T09;11216,95;10986,36;14006,41;0,00
2025-05-01;DMND0000331;PF06;T09;9637,63;8882,14;12034,34;0,00
2025-06-01;DMND0000331;PF06;T09;13193,56;13058,65;16474,56;0,00
2025-07-01;DMND0000331;PF06;T09;11153,72;10691,63;13927,46;0,00
2025-08-01;DMND0000331;PF06;T09;4110,85;4257,28;5133,14;0,00
2025-09-01;DMND0000331;PF06;T09;11613,82;11146,48;14501,97;0,00
2025-10-01;DMND0000331;PF06;T09;10952,52;10312,63;13676,22;0,00
2025-11-01;DMND0000331;PF06;T09;10558,02;11060,80;13183,61;0,00
2025-12-01;DMND0000331;PF06;T09;10499,40;9558,63;13110,41;0,00
2026-01-01;DMND0000331;PF06;T09;10443,70;10212,92;13040,86;0,00
2026-02-01;DMND0000331;PF06;T09;8391,30;7709,48;10478,07;0,00
2026-03-01;DMND0000331;PF06;T09;18243,05;18392,10;22779,77;0,00
2026-04-01;DMND0000331;PF06;T09;20958,45;22023,58;26170,45;0,00
2026-05-01;DMND0000331;PF06;T09;13018,29;13797,09;16255,71;0,00
2026-06-01;DMND0000331;PF06;T09;18276,70;17437,81;22821,79;0,00
2026-07-01;DMND0000331;PF06;T09;18011,63;17004,33;22490,80;0,00
2026-08-01;DMND0000331;PF06;T09;6718,87;6206,04;8389,74;0,00
2026-09-01;DMND0000331;PF06;T09;0,00;0,00;0,00;0,00
2026-10-01;DMND0000331;PF06;T09;0,00;0,00;0,00;0,00
2026-11-01;DMND0000331;PF06;T09;0,00;0,00;0,00;0,00
2025-01-01;DMND0000332;PF17;T03;6514,60;6396,35;5554,49;960,11
2025-02-01;DMND0000332;PF17;T03;5369,48;4884,73;4578,14;791,34
2025-03-01;DMND0000332;PF17;T03;4661,26;4161,71;3974,29;686,97
2025-04-01;DMND0000332;PF17;T03;5424,67;4784,94;4625,19;799,48
2025-05-01;DMND0000332;PF17;T03;3724,36;3533,37;3175,47;548,89
2025-06-01;DMND0000332;PF17;T03;4634,02;4651,47;3951,07;682,95
2025-07-01;DMND0000332;PF17;T03;7615,86;7649,83;6493,45;1122,41
2025-08-01;DMND0000332;PF17;T03;3089,05;3166,96;2633,79;455,26
2025-09-01;DMND0000332;PF17;T03;9277,68;8508,24;7910,36;1367,32
2025-10-01;DMND0000332;PF17;T03;8919,99;7936,22;7605,38;1314,61
2025-11-01;DMND0000332;PF17;T03;7018,99;6258,18;5984,55;1034,44
2025-12-01;DMND0000332;PF17;T03;5496,71;4996,28;4686,62;810,09
2026-01-01;DMND0000332;PF17;T03;12449,90;12139,09;10615,06;1834,84
2026-02-01;DMND0000332;PF17;T03;10877,98;11325,54;9274,81;1603,17
2026-03-01;DMND0000332;PF17;T03;15269,79;13757,64;13019,36;2250,43
2026-04-01;DMND0000332;PF17;T03;14913,71;13247,61;12715,76;2197,95
2026-05-01;DMND0000332;PF17;T03;8956,35;8428,80;7636,38;1319,97
2026-06-01;DMND0000332;PF17;T03;12706,09;12738,72;10833,49;1872,60
2026-07-01;DMND0000332;PF17;T03;14193,52;14540,78;12101,71;2091,81
2026-08-01;DMND0000332;PF17;T03;5426,37;5037,48;4626,64;799,73
2026-09-01;DMND0000332;PF17;T03;0,00;0,00;0,00;0,00
2026-10-01;DMND0000332;PF17;T03;0,00;0,00;0,00;0,00
2026-11-01;DMND0000332;PF17;T03;0,00;0,00;0,00;0,00
2025-11-01;DMND0000333;PF13;T11;5346,95;5155,94;4636,13;710,82
2025-12-01;DMND0000333;PF13;T11;5054,16;4923,24;4382,26;671,90
2026-01-01;DMND0000333;PF13;T11;4794,42;4807,95;4157,05;637,37
2026-02-01;DMND0000333;PF13;T11;5100,61;4906,80;4422,54;678,07
2026-03-01;DMND0000333;PF13;T11;7723,93;6973,02;6697,12;1026,81
2026-04-01;DMND0000333;PF13;T11;9779,94;9746,95;8479,80;1300,14
2026-05-01;DMND0000333;PF13;T11;4944,24;4835,04;4286,96;657,28
2026-06-01;DMND0000333;PF13;T11;5150,72;4537,33;4465,99;684,73
2026-07-01;DMND0000333;PF13;T11;6160,33;5983,71;5341,38;818,95
2026-08-01;DMND0000333;PF13;T11;3126,29;2763,34;2710,68;415,61
2026-09-01;DMND0000333;PF13;T11;0,00;0,00;0,00;0,00
2026-10-01;DMND0000333;PF13;T11;0,00;0,00;0,00;0,00
2026-11-01;DMND0000333;PF13;T11;0,00;0,00;0,00;0,00
2025-01-01;DMND0000334;PF01;T02;18346,46;18186,54;19278,81;0,00
2025-02-01;DMND0000334;PF01;T02;17356,32;16769,89;18238,35;0,00
2025-03-01;DMND0000334;PF01;T02;21253,81;19240,01;22333,90;0,00
2025-04-01;DMND0000334;PF01;T02;26818,37;24931,48;28181,25;0,00
2025-05-01;DMND0000334;PF01;T02;15781,47;16168,23;16583,47;0,00
2025-06-01;DMND0000334;PF01;T02;20673,32;21163,68;21723,92;0,00
2025-07-01;DMND0000334;PF01;T02;21980,70;20250,12;23097,74;0,00
2025-08-01;DMND0000334;PF01;T02;8247,50;8535,48;8666,63;0,00
2025-09-01;DMND0000334;PF01;T02;20680,15;20728,25;21731,09;0,00
2025-10-01;DMND0000334;PF01;T02;22985,13;20932,83;24153,21;0,00
2025-11-01;DMND0000334;PF01;T02;18605,01;19466,76;19550,50;0,00
2025-12-01;DMND0000334;PF01;T02;16371,95;16084,71;17203,95;0,00
2026-01-01;DMND0000334;PF01;T02;20284,23;20785,08;21315,05;0,00
2026-02-01;DMND0000334;PF01;T02;17813,93;17615,89;18719,21;0,00
2026-03-01;DMND0000334;PF01;T02;22258,53;22738,44;23389,68;0,00
2026-04-01;DMND0000334;PF01;T02;22513,18;22204,21;23657,27;0,00
2026-05-01;DMND0000334;PF01;T02;14788,02;13276,68;15539,53;0,00
2026-06-01;DMND0000334;PF01;T02;19160,20;20110,58;20133,90;0,00
2026-07-01;DMND0000334;PF01;T02;21177,83;21488,08;22254,06;0,00
2026-08-01;DMND0000334;PF01;T02;7815,78;8094,66;8212,97;0,00
2026-09-01;DMND0000334;PF01;T02;0,00;0,00;0,00;0,00
2026-10-01;DMND0000334;PF01;T02;0,00;0,00;0,00;0,00
2026-11-01;DMND0000334;PF01;T02;0,00;0,00;0,00;0,00
2025-01-01;DMND0000335;PF11;T04;11164,48;9923,93;13855,10;0,00
2025-02-01;DMND0000335;PF11;T04;11626,04;10805,10;14427,89;0,00
2025-03-01;DMND0000335;PF11;T04;15089,45;15797,70;18725,97;0,00
2025-04-01;DMND0000335;PF11;T04;17253,10;18079,57;21411,06;0,00
2025-05-01;DMND0000335;PF11;T04;10192,14;9415,03;12648,42;0,00
2025-06-01;DMND0000335;PF11;T04;12666,68;11707,21;15719,32;0,00
2025-07-01;DMND0000335;PF11;T04;13679,61;14294,41;16976,37;0,00
2025-08-01;DMND0000335;PF11;T04;5485,39;5480,59;6807,36;0,00
2025-09-01;DMND0000335;PF11;T04;15180,12;14413,48;18838,50;0,00
2025-10-01;DMND0000335;PF11;T04;16596,09;17064,97;20595,71;0,00
2025-11-01;DMND0000335;PF11;T04;13289,94;12401,54;16492,79;0,00
2025-12-01;DMND0000335;PF11;T04;10418,84;9245,80;12929,76;0,00
2026-01-01;DMND0000335;PF11;T04;14954,31;14570,62;18558,27;0,00
2026-02-01;DMND0000335;PF11;T04;12229,23;11167,29;15176,45;0,00
2026-03-01;DMND0000335;PF11;T04;15108,70;15611,10;18749,86;0,00
2026-04-01;DMND0000335;PF11;T04;13976,46;12373,08;17344,76;0,00
2026-05-01;DMND0000335;PF11;T04;10296,17;9316,47;12777,52;0,00
2026-06-01;DMND0000335;PF11;T04;13423,67;12320,47;16658,75;0,00
2026-07-01;DMND0000335;PF11;T04;13296,48;13445,61;16500,90;0,00
2026-08-01;DMND0000335;PF11;T04;5971,58;6033,82;7410,72;0,00
2026-09-01;DMND0000335;PF11;T04;0,00;0,00;0,00;0,00
2026-10-01;DMND0000335;PF11;T04;0,00;0,00;0,00;0,00
2026-11-01;DMND0000335;PF11;T04;0,00;0,00;0,00;0,00
2025-01-01;DMND0000336;PF09;T07;6851,56;6260,92;9399,38;0,00
2025-02-01;DMND0000336;PF09;T07;4928,86;5219,32;6761,71;0,00
2025-03-01;DMND0000336;PF09;T07;7228,15;7585,27;9916,01;0,00
2025-04-01;DMND0000336;PF09;T07;7349,41;7374,88;10082,37;0,00
2025-05-01;DMND0000336;PF09;T07;5343,58;5578,06;7330,65;0,00
2025-06-01;DMND0000336;PF09;T07;6773,63;6000,71;9292,48;0,00
2025-07-01;DMND0000336;PF09;T07;6208,88;6004,32;8517,72;0,00
2025-08-01;DMND0000336;PF09;T07;2907,00;2774,93;3988,00;0,00
2025-09-01;DMND0000336;PF09;T07;7539,59;7534,17;10343,27;0,00
2025-10-01;DMND0000336;PF09;T07;6862,96;7204,69;9415,03;0,00
2025-11-01;DMND0000336;PF09;T07;6447,64;6560,26;8845,26;0,00
2025-12-01;DMND0000336;PF09;T07;5360,88;5163,09;7354,38;0,00
2026-01-01;DMND0000336;PF09;T07;2343,39;2150,89;3214,81;0,00
2026-02-01;DMND0000336;PF09;T07;2394,43;2317,14;3284,83;0,00
2026-03-01;DMND0000336;PF09;T07;3470,89;3394,87;4761,58;0,00
2026-04-01;DMND0000336;PF09;T07;3561,48;3553,87;4885,85;0,00
2026-05-01;DMND0000336;PF09;T07;2265,03;2029,04;3107,30;0,00
2026-06-01;DMND0000336;PF09;T07;3110,44;3270,41;4267,09;0,00
2026-07-01;DMND0000336;PF09;T07;2965,18;2622,87;4067,82;0,00
2026-08-01;DMND0000336;PF09;T07;1284,93;1280,98;1762,74;0,00
2026-09-01;DMND0000336;PF09;T07;0,00;0,00;0,00;0,00
2026-10-01;DMND0000336;PF09;T07;0,00;0,00;0,00;0,00
2026-11-01;DMND0000336;PF09;T07;0,00;0,00;0,00;0,00
2025-01-01;DMND0000337;PF13;T04;17923,30;17351,30;14217,26;3706,04
2025-02-01;DMND0000337;PF13;T04;18629,96;17891,47;14777,80;3852,16
2025-03-01;DMND0000337;PF13;T04;48003,07;48115,14;38077,37;9925,70
2025-04-01;DMND0000337;PF13;T04;45436,03;45687,29;36041,12;9394,91
2025-05-01;DMND0000337;PF13;T04;31954,64;28175,25;25347,31;6607,33
2025-06-01;DMND0000337;PF13;T04;35204,33;31470,13;27925,05;7279,28
2025-07-01;DMND0000337;PF13;T04;43985,62;40423,67;34890,62;9095,00
2025-08-01;DMND0000337;PF13;T04;21096,31;21958,13;16734,18;4362,13
2025-09-01;DMND0000337;PF13;T04;60880,66;55001,12;48292,23;12588,43
2025-10-01;DMND0000337;PF13;T04;56086,62;55015,05;44489,47;11597,15
2025-11-01;DMND0000337;PF13;T04;48996,38;50968,72;38865,29;10131,09
2025-12-01;DMND0000337;PF13;T04;41263,03;39751,04;32730,98;8532,05
2026-01-01;DMND0000337;PF13;T04;47231,83;43786,16;37465,60;9766,23
2026-02-01;DMND0000337;PF13;T04;44929,92;42113,61;35639,66;9290,26
2026-03-01;DMND0000337;PF13;T04;63012,94;61424,89;49983,62;13029,32
2026-04-01;DMND0000337;PF13;T04;62384,93;59854,32;49485,46;12899,47
2026-05-01;DMND0000337;PF13;T04;42824,18;42586,04;33969,33;8854,85
2026-06-01;DMND0000337;PF13;T04;54337,58;48734,61;43102,08;11235,50
2026-07-01;DMND0000337;PF13;T04;47442,42;44031,78;37632,65;9809,77
2026-08-01;DMND0000337;PF13;T04;18563,28;17803,97;14724,91;3838,37
2026-09-01;DMND0000337;PF13;T04;0,00;0,00;0,00;0,00
2026-10-01;DMND0000337;PF13;T04;0,00;0,00;0,00;0,00
2026-11-01;DMND0000337;PF13;T04;0,00;0,00;0,00;0,00
2025-01-01;DMND0000338;PF10;T03;14283,75;13934,31;10653,90;3629,85
2025-02-01;DMND0000338;PF10;T03;25625,88;26401,24;19113,72;6512,16
2025-03-01;DMND0000338;PF10;T03;27245,72;28184,32;20321,92;6923,80
2025-04-01;DMND0000338;PF10;T03;43310,62;38707,23;32304,34;11006,28
2025-05-01;DMND0000338;PF10;T03;32364,40;29014,09;24139,82;8224,58
2025-06-01;DMND0000338;PF10;T03;38480,51;35602,83;28701,68;9778,83
2025-07-01;DMND0000338;PF10;T03;37383,25;34305,44;27883,26;9499,99
2025-08-01;DMND0000338;PF10;T03;14575,22;13288,67;10871,30;3703,92
2025-09-01;DMND0000338;PF10;T03;44629,29;42458,01;33287,90;11341,39
2025-10-01;DMND0000338;PF10;T03;46802,08;45705,77;34908,53;11893,55
2025-11-01;DMND0000338;PF10;T03;36975,96;34598,02;27579,47;9396,49
2025-12-01;DMND0000338;PF10;T03;29358,18;30350,49;21897,55;7460,63
2026-01-01;DMND0000338;PF10;T03;37294,61;39483,58;27817,14;9477,47
2026-02-01;DMND0000338;PF10;T03;31461,05;32952,28;23466,03;7995,02
2026-03-01;DMND0000338;PF10;T03;54841,22;53141,98;40904,73;13936,49
2026-04-01;DMND0000338;PF10;T03;58296,87;52959,71;43482,22;14814,65
2026-05-01;DMND0000338;PF10;T03;27058,21;25163,53;20182,06;6876,15
2026-06-01;DMND0000338;PF10;T03;38275,92;38083,95;28549,08;9726,84
2026-07-01;DMND0000338;PF10;T03;36678,66;33799,85;27357,72;9320,94
2026-08-01;DMND0000338;PF10;T03;15459,76;15335,27;11531,06;3928,70
2026-09-01;DMND0000338;PF10;T03;0,00;0,00;0,00;0,00
2026-10-01;DMND0000338;PF10;T03;0,00;0,00;0,00;0,00
2026-11-01;DMND0000338;PF10;T03;0,00;0,00;0,00;0,00
2025-01-01;DMND0000339;PF05;T02;49322,92;44506,03;34274,63;15048,29
2025-02-01;DMND0000339;PF05;T02;57168,92;55801,35;39726,84;17442,08
2025-03-01;DMND0000339;PF05;T02;57077,18;59630,94;39663,09;17414,09
2025-04-01;DMND0000339;PF05;T02;68894,42;72263,56;47874,92;21019,50
2025-05-01;DMND0000339;PF05;T02;50106,87;45222,99;34819,40;15287,47
2025-06-01;DMND0000339;PF05;T02;59902,40;55755,36;41626,34;18276,06
2025-07-01;DMND0000339;PF05;T02;64452,59;63569,69;44788,28;19664,31
2025-08-01;DMND0000339;PF05;T02;28760,89;28602,24;19986,02;8774,87
2025-09-01;DMND0000339;PF05;T02;60124,86;56971,55;41780,93;18343,93
2025-10-01;DMND0000339;PF05;T02;79219,05;73474,54;55049,53;24169,52
2025-11-01;DMND0000339;PF05;T02;70037,17;67894,22;48669,02;21368,15
2025-12-01;DMND0000339;PF05;T02;56843,24;51505,39;39500,52;17342,72
2026-01-01;DMND0000339;PF05;T02;70940,43;70893,78;49296,70;21643,73
2026-02-01;DMND0000339;PF05;T02;64835,15;62857,41;45054,12;19781,03
2026-03-01;DMND0000339;PF05;T02;82784,55;72943,29;57527,21;25257,34
2026-04-01;DMND0000339;PF05;T02;83934,04;87327,27;58325,99;25608,05
2026-05-01;DMND0000339;PF05;T02;54473,53;50366,63;37853,80;16619,73
2026-06-01;DMND0000339;PF05;T02;74414,92;70362,44;51711,13;22703,79
2026-07-01;DMND0000339;PF05;T02;65074,53;61100,10;45220,47;19854,06
2026-08-01;DMND0000339;PF05;T02;30106,95;26638,80;20921,40;9185,55
2026-09-01;DMND0000339;PF05;T02;0,00;0,00;0,00;0,00
2026-10-01;DMND0000339;PF05;T02;0,00;0,00;0,00;0,00
2026-11-01;DMND0000339;PF05;T02;0,00;0,00;0,00;0,00
2025-01-01;DMND0000340;PF04;T10;7794,53;7194,33;8605,35;0,00
2025-02-01;DMND0000340;PF04;T10;6712,64;6120,16;7410,92;0,00
2025-03-01;DMND0000340;PF04;T10;8823,17;8170,93;9740,99;0,00
2025-04-01;DMND0000340;PF04;T10;13629,54;13397,04;15047,34;0,00
2025-05-01;DMND0000340;PF04;T10;20276,24;20011,93;22385,46;0,00
2025-06-01;DMND0000340;PF04;T10;25752,84;25853,95;28431,76;0,00
2025-07-01;DMND0000340;PF04;T10;23493,75;22861,73;25937,67;0,00
2025-08-01;DMND0000340;PF04;T10;9333,38;9053,00;10304,28;0,00
2025-09-01;DMND0000340;PF04;T10;23347,31;22370,08;25776,00;0,00
2025-10-01;DMND0000340;PF04;T10;31818,69;28117,81;35128,61;0,00
2025-11-01;DMND0000340;PF04;T10;24822,68;22497,57;27404,85;0,00
2025-12-01;DMND0000340;PF04;T10;19973,65;19735,24;22051,40;0,00
2026-01-01;DMND0000340;PF04;T10;22921,71;22477,71;25306,13;0,00
2026-02-01;DMND0000340;PF04;T10;20995,89;20621,24;23179,98;0,00
2026-03-01;DMND0000340;PF04;T10;37947,56;36560,42;41895,03;0,00
2026-04-01;DMND0000340;PF04;T10;33000,54;34735,22;36433,40;0,00
2026-05-01;DMND0000340;PF04;T10;22635,81;20123,69;24990,49;0,00
2026-06-01;DMND0000340;PF04;T10;30723,90;27408,56;33919,93;0,00
2026-07-01;DMND0000340;PF04;T10;27983,54;26635,59;30894,51;0,00
2026-08-01;DMND0000340;PF04;T10;12169,37;11021,10;13435,28;0,00
2026-09-01;DMND0000340;PF04;T10;0,00;0,00;0,00;0,00
2026-10-01;DMND0000340;PF04;T10;0,00;0,00;0,00;0,00
2026-11-01;DMND0000340;PF04;T10;0,00;0,00;0,00;0,00
2025-01-01;DMND0000341;PF12;T11;9853,19;10398,90;10545,76;0,00
2025-02-01;DMND0000341;PF12;T11;9616,49;9875,17;10292,43;0,00
2025-03-01;DMND0000341;PF12;T11;13913,61;14194,23;14891,59;0,00
2025-04-01;DMND0000341;PF12;T11;14523,89;14096,42;15544,76;0,00
2025-05-01;DMND0000341;PF12;T11;9418,75;9743,68;10080,79;0,00
2025-06-01;DMND0000341;PF12;T11;12390,42;12229,62;13261,33;0,00
2025-07-01;DMND0000341;PF12;T11;11050,75;11507,77;11827,50;0,00
2025-08-01;DMND0000341;PF12;T11;5358,64;5647,45;5735,29;0,00
2025-09-01;DMND0000341;PF12;T11;12835,27;11357,01;13737,45;0,00
2025-10-01;DMND0000341;PF12;T11;13021,30;11905,00;13936,56;0,00
2025-11-01;DMND0000341;PF12;T11;10176,04;10417,80;10891,31;0,00
2025-12-01;DMND0000341;PF12;T11;10838,52;9643,19;11600,35;0,00
2026-01-01;DMND0000341;PF12;T11;9731,88;9610,35;10415,93;0,00
2026-02-01;DMND0000341;PF12;T11;13424,04;14070,26;14367,61;0,00
2026-03-01;DMND0000341;PF12;T11;19429,24;18589,56;20794,91;0,00
2026-04-01;DMND0000341;PF12;T11;19703,68;17864,19;21088,64;0,00
2026-05-01;DMND0000341;PF12;T11;12169,58;12871,26;13024,97;0,00
2026-06-01;DMND0000341;PF12;T11;17851,89;17725,49;19106,69;0,00
2026-07-01;DMND0000341;PF12;T11;13572,01;14139,32;14525,98;0,00
2026-08-01;DMND0000341;PF12;T11;4562,73;4744,75;4883,44;0,00
2026-09-01;DMND0000341;PF12;T11;0,00;0,00;0,00;0,00
2026-10-01;DMND0000341;PF12;T11;0,00;0,00;0,00;0,00
2026-11-01;DMND0000341;PF12;T11;0,00;0,00;0,00;0,00
2025-01-01;DMND0000342;PF04;T06;11274,42;10024,48;11167,95;106,47
2025-02-01;DMND0000342;PF04;T06;9875,24;8752,82;9781,98;93,26
2025-03-01;DMND0000342;PF04;T06;12640,06;12992,05;12520,69;119,37
2025-04-01;DMND0000342;PF04;T06;14922,45;15457,77;14781,53;140,92
2025-05-01;DMND0000342;PF04;T06;9912,62;10293,35;9819,01;93,61
2025-06-01;DMND0000342;PF04;T06;10078,91;9791,06;9983,73;95,18
2025-07-01;DMND0000342;PF04;T06;11916,08;10926,17;11803,55;112,53
2025-08-01;DMND0000342;PF04;T06;4544,87;4377,42;4501,95;42,92
2025-09-01;DMND0000342;PF04;T06;11603,94;11723,38;11494,36;109,58
2025-10-01;DMND0000342;PF04;T06;13929,72;13058,50;13798,18;131,54
2025-11-01;DMND0000342;PF04;T06;11131,89;10304,47;11026,77;105,12
2025-12-01;DMND0000342;PF04;T06;9042,66;8860,28;8957,27;85,39
2026-01-01;DMND0000342;PF04;T06;8590,00;7780,83;8508,88;81,12
2026-02-01;DMND0000342;PF04;T06;8970,36;9290,00;8885,65;84,71
2026-03-01;DMND0000342;PF04;T06;10745,04;9657,55;10643,57;101,47
2026-04-01;DMND0000342;PF04;T06;11668,62;10827,25;11558,43;110,19
2026-05-01;DMND0000342;PF04;T06;7810,35;7583,34;7736,59;73,76
2026-06-01;DMND0000342;PF04;T06;10577,73;10599,61;10477,84;99,89
2026-07-01;DMND0000342;PF04;T06;10084,81;9184,60;9989,57;95,24
2026-08-01;DMND0000342;PF04;T06;3463,29;3369,89;3430,58;32,71
2026-09-01;DMND0000342;PF04;T06;0,00;0,00;0,00;0,00
2026-10-01;DMND0000342;PF04;T06;0,00;0,00;0,00;0,00
2026-11-01;DMND0000342;PF04;T06;0,00;0,00;0,00;0,00
2025-01-01;DMND0000343;PF14;T02;43581,91;43957,11;30297,51;13284,40
2025-02-01;DMND0000343;PF14;T02;33452,80;30228,55;23255,90;10196,90
2025-03-01;DMND0000343;PF14;T02;49728,61;46713,15;34570,61;15158,00
2025-04-01;DMND0000343;PF14;T02;49430,49;45432,76;34363,36;15067,13
2025-05-01;DMND0000343;PF14;T02;34586,32;33517,53;24043,91;10542,41
2025-06-01;DMND0000343;PF14;T02;41837,86;37844,08;29085,07;12752,79
2025-07-01;DMND0000343;PF14;T02;50399,49;52230,06;35036,99;15362,50
2025-08-01;DMND0000343;PF14;T02;16946,08;16093,75;11780,67;5165,41
2025-09-01;DMND0000343;PF14;T02;40751,70;40626,51;28329,99;12421,71
2025-10-01;DMND0000343;PF14;T02;45375,29;46718,83;31544,24;13831,05
2025-11-01;DMND0000343;PF14;T02;36703,21;34393,47;25515,54;11187,67
2025-12-01;DMND0000343;PF14;T02;34062,23;30984,22;23679,57;10382,66
2026-01-01;DMND0000343;PF14;T02;41743,00;43895,22;29019,13;12723,87
2026-02-01;DMND0000343;PF14;T02;35066,31;36982,06;24377,59;10688,72
2026-03-01;DMND0000343;PF14;T02;43052,58;39557,63;29929,53;13123,05
2026-04-01;DMND0000343;PF14;T02;49114,61;51582,16;34143,76;14970,85
2026-05-01;DMND0000343;PF14;T02;35862,30;34834,22;24930,95;10931,35
2026-06-01;DMND0000343;PF14;T02;49788,12;47282,71;34611,98;15176,14
2026-07-01;DMND0000343;PF14;T02;39701,10;36011,38;27599,63;12101,47
2026-08-01;DMND0000343;PF14;T02;18656,47;18918,64;12969,71;5686,76
2026-09-01;DMND0000343;PF14;T02;0,00;0,00;0,00;0,00
2026-10-01;DMND0000343;PF14;T02;0,00;0,00;0,00;0,00
2026-11-01;DMND0000343;PF14;T02;0,00;0,00;0,00;0,00
2025-01-01;DMND0000345;PF11;T12;3057,22;2953,06;2296,75;760,47
2025-02-01;DMND0000345;PF11;T12;12586,77;12415,92;9455,88;3130,89
2025-03-01;DMND0000345;PF11;T12;19670,95;20382,15;14777,91;4893,04
2025-04-01;DMND0000345;PF11;T12;20516,17;21695,30;15412,89;5103,28
2025-05-01;DMND0000345;PF11;T12;13137,93;13555,10;9869,94;3267,99
2025-06-01;DMND0000345;PF11;T12;15168,61;13405,78;11395,50;3773,11
2025-07-01;DMND0000345;PF11;T12;20274,21;18893,27;15231,11;5043,10
2025-08-01;DMND0000345;PF11;T12;5800,44;5670,98;4357,61;1442,83
2025-09-01;DMND0000345;PF11;T12;16129,58;14637,23;12117,44;4012,14
2025-10-01;DMND0000345;PF11;T12;18680,37;18868,28;14033,73;4646,64
2025-11-01;DMND0000345;PF11;T12;15890,05;16558,13;11937,49;3952,56
2025-12-01;DMND0000345;PF11;T12;15705,00;14850,25;11798,47;3906,53
2026-01-01;DMND0000345;PF11;T12;14763,34;14654,62;11091,04;3672,30
2026-02-01;DMND0000345;PF11;T12;13239,73;11740,04;9946,42;3293,31
2026-03-01;DMND0000345;PF11;T12;21252,42;21810,14;15966,00;5286,42
2026-04-01;DMND0000345;PF11;T12;23851,50;21535,77;17918,57;5932,93
2026-05-01;DMND0000345;PF11;T12;16625,17;16316,79;12489,75;4135,42
2026-06-01;DMND0000345;PF11;T12;19994,15;18081,58;15020,72;4973,43
2026-07-01;DMND0000345;PF11;T12;18674,56;18480,71;14029,37;4645,19
2026-08-01;DMND0000345;PF11;T12;6983,99;6631,71;5246,76;1737,23
2026-09-01;DMND0000345;PF11;T12;0,00;0,00;0,00;0,00
2026-10-01;DMND0000345;PF11;T12;0,00;0,00;0,00;0,00
2026-11-01;DMND0000345;PF11;T12;0,00;0,00;0,00;0,00
2025-01-01;DMND0000346;PF14;T03;6818,74;7124,85;8595,82;0,00
